Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cyprus,CYP,..,3,2.08999991416931,2.70000004768372,2.70000004768372,2.59999990463257,3.09999990463257,3.40000009536743,3.29999995231628,5.69999980926514,4.96999979019165,3.98000001907349,3.29999995231628,4.1399998664856,4.32999992370605,5.30000019073486,4.53999996185303,3.92000007629395,3.65000009536743,5.3600001335144,6.26000022888184,7.8600001335144,11.8000001907349,15.8699998855591,16.0900001525879,14.9099998474121,12.9499998092651,11.0500001907349,8.36999988555908,7.07000017166138,7.59000015258789
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Czech Republic,CZE,..,2.26999998092651,2.59999990463257,4.32000017166138,4.30000019073486,4.01999998092651,3.89000010490417,4.26999998092651,5.90000009536743,8.48999977111816,8.76000022888184,7.98999977111816,7.01999998092651,7.53999996185303,8.21000003814697,7.92999982833862,7.15000009536743,5.32000017166138,4.3899998664856,6.65999984741211,7.28000020980835,6.71000003814697,6.98000001907349,6.94999980926514,6.1100001335144,5.05000019073486,3.95000004768372,2.89000010490417,2.24000000953674,2.00999999046326,2.54999995231628
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Denmark,DNK,..,9.10000038146973,9.02999973297119,10.7200002670288,8.03999996185303,6.98999977111816,6.84000015258789,5.40000009536743,5.03999996185303,5.1399998664856,4.48000001907349,4.15999984741211,4.26999998092651,5.40000009536743,5.19999980926514,4.82999992370605,3.90000009536743,3.79999995231628,3.6800000667572,6.40999984741211,7.75,7.76999998092651,7.80000019073486,7.38000011444092,6.92999982833862,6.28000020980835,5.98999977111816,5.82999992370605,5.13000011444092,5.01999998092651,5.6399998664856
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Djibouti,DJI,..,29.3570003509521,29.1989994049072,29.1889991760254,29.0200004577637,28.9419994354248,28.8400001525879,28.7019996643066,28.576000213623,28.431999206543,28.3449993133545,28.2169990539551,28.0830001831055,27.9640007019043,27.8470001220703,27.7199993133545,27.5739994049072,27.4440002441406,27.3050003051758,27.2210006713867,27.0580005645752,26.8880004882813,26.7779998779297,26.6380004882813,26.4750003814697,26.3250007629395,26.193000793457,26.0599994659424,26.1889991760254,26.3570003509521,28.3899993896484
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominican Republic,DOM,..,6.35300016403198,6.20300006866455,6.26700019836426,6.35599994659424,6.32600021362305,6.33900022506714,6.31099987030029,6.36299991607666,6.39200019836426,6.42999982833862,7.26000022888184,6.78000020980835,6.94000005722046,6.30000019073486,6.59000015258789,5.65000009536743,5.15999984741211,4.76000022888184,5.46999979019165,5.21000003814697,6.09000015258789,6.71999979019165,7.34999990463257,6.71999979019165,7.6100001335144,7.28000020980835,5.82999992370605,5.8600001335144,6.3600001335144,6.13000011444092
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ecuador,ECU,..,4.36999988555908,4.52699995040894,4.55999994277954,4.44299983978271,4.59200000762939,4.65100002288818,4.51300001144409,4.60500001907349,5.18400001525879,4.80000019073486,4.25,4.89799976348877,5.65999984741211,5,3.77999997138977,3.54999995231628,3.14000010490417,3.92000007629395,4.6100001335144,4.09000015258789,3.46000003814697,3.23000001907349,3.07999992370605,3.48000001907349,3.61999988555908,4.59999990463257,3.83999991416931,3.52999997138977,3.80999994277954,6.1100001335144
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Egypt, Arab Rep.",EGY,..,9.38000011444092,8.92000007629395,10.9200000762939,10.9300003051758,11.039999961853,9,8.36999988555908,8.02999973297119,7.94999980926514,8.97999954223633,9.26000022888184,10.0100002288818,11.0100002288818,10.3199996948242,11.1999998092651,10.4899997711182,8.80000019073486,8.52000045776367,9.09000015258789,8.76000022888184,11.8500003814697,12.6000003814697,13.1499996185303,13.1000003814697,13.0500001907349,12.4099998474121,11.7399997711182,9.81999969482422,7.84000015258789,9.16699981689453
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,El Salvador,SLV,..,7.53000020980835,7.88000011444092,9.9399995803833,7.67999982833862,7.65000009536743,7.67999982833862,7.98000001907349,7.09999990463257,6.67999982833862,6.96000003814697,6.96000003814697,5.73000001907349,6.26000022888184,6.05000019073486,7.21999979019165,6.57000017166138,6.40999984741211,5.88000011444092,7.32999992370605,4.8899998664856,4.30000019073486,3.83999991416931,3.69000005722046,4.15000009536743,4,4.42000007629395,4.3899998664856,4.01000022888184,4.17000007629395,6.2480001449585
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Equatorial Guinea,GNQ,..,8.13199996948242,8.27200031280518,8.37199974060059,8.42500019073486,8.4680004119873,8.5290002822876,8.55799961090088,8.50399971008301,8.48900032043457,8.45499992370605,8.56700038909912,8.71399974822998,8.77299976348877,8.71300029754639,8.75399971008301,8.70899963378906,8.64700031280518,8.49600028991699,8.54899978637695,8.81799983978271,8.72799968719482,8.61299991607666,8.51299953460693,8.48299980163574,8.54399967193604,8.62899971008301,8.64799976348877,8.62399959564209,8.67899990081787,9.90100002288818
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eritrea,ERI,..,5.31699991226196,5.53900003433228,5.73199987411499,5.89799976348877,6.03999996185303,6.07499980926514,6.08199977874756,6.00600004196167,5.9520001411438,5.8769998550415,5.76599979400635,5.70300006866455,5.5789999961853,5.37400007247925,5.26399993896484,5.26000022888184,5.24900007247925,5.17199993133545,5.24499988555908,5.49499988555908,5.52099990844727,5.53000020980835,5.57999992370605,5.6729998588562,5.82800006866455,5.90199995040894,5.94299983978271,5.94700002670288,5.99399995803833,7.86499977111816
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Estonia,EST,..,1.47000002861023,3.6800000667572,6.53999996185303,7.55999994277954,9.65999984741211,9.92000007629395,10.3699998855591,9.51000022888184,11.5699996948242,13.3599996566772,13.1300001144409,10.0299997329712,11.289999961853,10.25,8.02999973297119,5.90999984741211,4.59000015258789,5.44999980926514,13.5500001907349,16.7099990844727,12.3299999237061,10.0200004577637,8.63000011444092,7.34999990463257,6.19000005722046,6.76000022888184,5.76000022888184,5.36999988555908,4.44999980926514,6.80000019073486
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eswatini,SWZ,..,21.8080005645752,21.761999130249,21.7329998016357,21.7099990844727,21.6499996185303,22.0769996643066,22.5,23.0820007324219,23.6529998779297,24.2439994812012,24.8290004730225,25.3610000610352,25.9440002441406,26.5230007171631,27.0650005340576,27.6399993896484,28.2399997711182,27.6790008544922,27.0520000457764,26.4060001373291,25.8110008239746,25.1490001678467,24.5499992370605,23.9659996032715,23.3290004730225,22.7199993133545,22.7530002593994,22.7919998168945,22.8369998931885,25.5090007781982
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ethiopia,ETH,..,3.07999992370605,3.10400009155273,3.04699993133545,3.09999990463257,3.21300005912781,3.31200003623962,3.47000002861023,3.62100005149841,3.71000003814697,3.5090000629425,3.30399990081787,3.13000011444092,2.94199991226196,2.69300007820129,2.5,2.47000002861023,2.43499994277954,2.40599989891052,2.38000011444092,2.33899998664856,2.31200003623962,2.28699994087219,2.25,2.26200008392334,2.2739999294281,2.28800010681152,2.29900002479553,2.31800007820129,2.32599997520447,3.23699998855591
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Fiji,FJI,..,4.05999994277954,3.88100004196167,3.95700001716614,3.89599990844727,3.9449999332428,3.89599990844727,4.03000020980835,3.95000004768372,3.79399991035461,3.99200010299683,3.90700006484985,3.87299990653992,3.90599989891052,3.81100010871887,3.89000010490417,3.95900011062622,4.10799980163574,4.16200017929077,4.30999994277954,4.30999994277954,4.40999984741211,4.42000007629395,4.3270001411438,4.28999996185303,4.29500007629395,4.32000017166138,4.27799987792969,4.33300018310547,4.44799995422363,4.71500015258789
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Finland,FIN,..,6.5,11.6000003814697,16.2000007629395,16.4300003051758,17,15.5699996948242,14.9700002670288,13.210000038147,11.6899995803833,11.1300001144409,10.289999961853,10.4200000762939,10.4700002670288,10.3599996566772,8.38000011444092,7.71999979019165,6.84999990463257,6.36999988555908,8.25,8.39000034332275,7.78000020980835,7.69000005722046,8.1899995803833,8.65999984741211,9.38000011444092,8.81999969482422,8.64000034332275,7.3600001335144,6.69000005722046,7.76000022888184
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,France,FRA,..,9.13000011444092,10.210000038147,11.3199996948242,12.5900001525879,11.8400001525879,12.3699998855591,12.5699996948242,12.0699996948242,11.9799995422363,10.2200002670288,8.60999965667725,8.69999980926514,8.3100004196167,8.90999984741211,8.48999977111816,8.44999980926514,7.65999984741211,7.05999994277954,8.73999977111816,8.86999988555908,8.8100004196167,9.39999961853027,9.92000007629395,10.289999961853,10.3500003814697,10.0500001907349,9.40999984741211,9.02000045776367,8.40999984741211,8.01000022888184
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,French Polynesia,PYF,..,11.9720001220703,12.201000213623,12.2150001525879,12.1260004043579,12.1040000915527,12.0749998092651,11.9289999008179,11.6110000610352,11.7130002975464,11.6719999313354,11.798999786377,11.710000038147,11.621000289917,11.7030000686646,11.7559995651245,11.7910003662109,11.7399997711182,11.91100025177,12.2559995651245,12.1979999542236,12.2919998168945,12.21399974823,12.1719999313354,12.2040004730225,12.1669998168945,12.1770000457764,12.2130002975464,12.2480001449585,12.2959995269775,14.0959997177124
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gabon,GAB,..,17.7800006866455,17.8680000305176,17.7800006866455,17.7150001525879,17.632999420166,17.5769996643066,17.4839992523193,17.4349994659424,17.4909992218018,17.3430004119873,17.2259998321533,17.173999786377,17.0709991455078,17.0090007781982,16.9099998474121,17.6709995269775,18.2840003967285,19.0939998626709,19.7639999389648,20.3899993896484,20.4290008544922,20.488000869751,20.5209999084473,20.5729999542236,20.613000869751,20.6690006256104,20.7210006713867,20.7490005493164,20.742000579834,21.9720001220703
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Gambia, The",GMB,..,8.83300018310547,8.86400032043457,8.89900016784668,8.95100021362305,8.97399997711182,8.99199962615967,8.99899959564209,9.03999996185303,9.04500007629395,9.08300018310547,9.10999965667725,9.21700000762939,9.16100025177002,9.18599987030029,9.29300022125244,9.30399990081787,9.30099964141846,9.30000019073486,9.32400035858154,9.35799980163574,9.50899982452393,9.42000007629395,9.45300006866455,9.50300025939941,9.46700000762939,9.4980001449585,9.48499965667725,9.47599983215332,9.4980001449585,11.081000328064
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Georgia,GEO,..,2.70000004768372,5.40000009536743,5.40000009536743,8.39999961853027,7.59999990463257,11.5,11.5,14.5299997329712,13.8000001907349,10.8199996948242,11.1599998474121,12.5900001525879,11.5100002288818,12.6199998855591,13.8100004196167,13.5699996948242,13.2799997329712,17.8700008392334,20.7099990844727,20.2000007629395,19.6299991607666,19.6499996185303,19.4200000762939,17.4400005340576,16.5100002288818,16.6000003814697,13.9399995803833,12.6700000762939,11.5699996948242,18.5
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Germany,DEU,..,5.32000017166138,6.32000017166138,7.67999982833862,8.72999954223633,8.15999984741211,8.81999969482422,9.85999965667725,9.78999996185303,8.85999965667725,7.92000007629395,7.76999998092651,8.47999954223633,9.77999973297119,10.7299995422363,11.1700000762939,10.25,8.65999984741211,7.51999998092651,7.73999977111816,6.96999979019165,5.82000017166138,5.38000011444092,5.23000001907349,4.98000001907349,4.61999988555908,4.11999988555908,3.75,3.38000011444092,3.14000010490417,3.80999994277954
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ghana,GHA,..,3.49000000953674,4.69999980926514,5.26800012588501,5.86299991607666,6.43900012969971,7.01900005340576,7.61399984359741,8.19999980926514,10.1000003814697,10.460000038147,9.50100040435791,8.53499984741211,7.56300020217896,6.59299993515015,5.61899995803833,4.6399998664856,4.84299993515015,4.99200010299683,5.21700000762939,5.38000011444092,5.59600019454956,5.91099977493286,6.20300006866455,6.52400016784668,6.80999994277954,5.52699995040894,4.21999979019165,4.27600002288818,4.31599998474121,4.65100002288818
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Greece,GRC,..,7.65999984741211,7.84000015258789,8.60999965667725,8.85999965667725,9.0600004196167,9.65999984741211,9.57999992370605,10.8400001525879,11.8500003814697,11.25,10.460000038147,9.97000026702881,9.40999984741211,10.3100004196167,9.98999977111816,9.01000022888184,8.39999961853027,7.76000022888184,9.61999988555908,12.710000038147,17.8600006103516,24.4400005340576,27.4699993133545,26.4899997711182,24.8999996185303,23.5400009155273,21.4899997711182,19.2900009155273,17.3099994659424,16.2999992370605
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guam,GUM,..,3.50999999046326,3.83999991416931,5.53000020980835,7.59999990463257,7.90000009536743,8.27999973297119,9.67000007629395,7.73999977111816,13.9499998092651,15.3199996948242,13.210000038147,11.3900003433228,9.75300025939941,7.69999980926514,7,7.40000009536743,8.30000019073486,8.71599960327148,9.30000019073486,8.19999980926514,13.3000001907349,12.1999998092651,11.5,7.59999990463257,6.90000009536743,5.40000009536743,5.43499994277954,5.55900001525879,5.5149998664856,6.80200004577637
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guatemala,GTM,..,2.58800005912781,2.56599998474121,2.60800004005432,2.61899995803833,2.60599994659424,2.68300008773804,2.65400004386902,2.65000009536743,2.70099997520447,2.72499990463257,2.78399991989136,2.75099992752075,2.80999994277954,2.97000002861023,3.05100011825562,3.06100010871887,3.10899996757507,3.30900001525879,3.51200008392334,3.5,3.08500003814697,2.75999999046326,3.01999998092651,2.72000002861023,2.50999999046326,2.57999992370605,2.46000003814697,2.27999997138977,2.19000005722046,3.55299997329712
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guinea,GIN,..,4.45300006866455,4.45699977874756,4.45100021362305,4.47200012207031,4.47700023651123,4.48999977111816,4.49399995803833,4.51900005340576,4.52899980545044,4.55299997329712,4.55299997329712,4.55000019073486,4.61600017547607,4.63199996948242,4.65299987792969,4.69899988174438,4.6710000038147,4.72499990463257,4.80600023269653,4.77299976348877,4.79300022125244,4.81799983978271,4.86600017547607,4.89599990844727,4.9229998588562,4.88000011444092,4.91400003433228,4.98299980163574,5.01999998092651,6.10300016403198
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guinea-Bissau,GNB,..,6.18900012969971,6.30200004577637,6.35099983215332,6.3600001335144,6.33699989318848,6.38899993896484,6.41300010681152,6.35300016403198,6.31500005722046,6.24700021743774,6.2979998588562,6.37599992752075,6.36800003051758,6.25,6.21099996566772,6.14099979400635,6.05600023269653,5.89200019836426,5.89599990844727,6.08099985122681,5.98199987411499,5.86999988555908,5.80900001525879,5.80299997329712,5.86999988555908,5.95100021362305,5.98600006103516,5.98199987411499,6.03599977493286,6.73699998855591
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guyana,GUY,..,11.9300003051758,11.8999996185303,11.8819999694824,11.8649997711182,11.878999710083,11.8409996032715,11.8409996032715,11.8889999389648,11.8380002975464,11.8579998016357,11.8149995803833,11.8100004196167,11.5539999008179,11.2670001983643,11.0229997634888,10.6999998092651,10.9569997787476,11.2709999084473,11.5260000228882,11.7980003356934,12.0570001602173,12.335000038147,12.6280002593994,12.923999786377,13.2119998931885,13.46399974823,13.746000289917,14.0200004577637,13.9919996261597,16.4309997558594
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Haiti,HTI,..,7.50500011444092,7.58500003814697,7.55000019073486,7.60900020599365,7.25699996948242,7.30000019073486,7.2810001373291,7.2480001449585,7.19999980926514,8.4040002822876,9.63300037384033,10.826000213623,11.9969997406006,13.3240003585815,14.4160003662109,15.6909999847412,16.7999992370605,16.3360004425049,15.6569995880127,15.378999710083,14.5279998779297,14.1000003814697,13.996000289917,13.951000213623,13.9619998931885,13.9250001907349,13.8769998550415,13.8599996566772,13.914999961853,15.451000213623
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Honduras,HND,..,4.57999992370605,3.05999994277954,3.11500000953674,3.25099992752075,3.24000000953674,4.36999988555908,3.3199999332428,4.01999998092651,3.84999990463257,3.83899998664856,4,4.01999998092651,5.30000019073486,5.98999977111816,4.90999984741211,3.5699999332428,3.21000003814697,3.16000008583069,3.28999996185303,4.11999988555908,4.46999979019165,3.75,5.65000009536743,7.07999992370605,6.15000009536743,6.73000001907349,5.53000020980835,5.65000009536743,5.69999980926514,8.3730001449585
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Hong Kong SAR, China",HKG,..,1.79999995231628,1.96000003814697,1.96000003814697,1.89999997615814,3.22000002861023,2.82999992370605,2.22000002861023,4.57999992370605,6.25,4.92000007629395,5.09000015258789,7.28000020980835,7.8600001335144,6.73999977111816,5.57999992370605,4.76999998092651,4.01000022888184,3.55999994277954,5.26000022888184,4.32999992370605,3.42000007629395,3.28999996185303,3.40000009536743,3.29999995231628,3.30999994277954,3.39000010490417,3.13000011444092,2.8199999332428,2.9300000667572,5.82999992370605
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Hungary,HUN,..,8.5,9.9399995803833,12.1000003814697,10.8500003814697,10.1700000762939,10.0200004577637,8.98999977111816,8.93000030517578,6.92999982833862,6.55999994277954,5.67000007629395,5.6100001335144,5.78999996185303,5.82999992370605,7.19000005722046,7.48999977111816,7.40999984741211,7.82000017166138,10.0299997329712,11.1700000762939,11.0299997329712,11,10.1800003051758,7.73000001907349,6.80999994277954,5.1100001335144,4.15999984741211,3.71000003814697,3.42000007629395,4.25
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iceland,ISL,..,2.54999995231628,4.30999994277954,5.26000022888184,5.32999992370605,5.19999980926514,3.59999990463257,3.72000002861023,3.0699999332428,2.1800000667572,1.94000005722046,1.87000000476837,2.99000000953674,4,4.03000020980835,2.54999995231628,2.82999992370605,2.25,2.95000004768372,7.21999979019165,7.55999994277954,7.03000020980835,6,5.38000011444092,4.90000009536743,3.98000001907349,2.98000001907349,2.74000000953674,2.70000004768372,3.50999999046326,5.48000001907349
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,India,IND,..,5.59899997711182,5.72700023651123,5.69099998474121,5.73899984359741,5.75500011444092,5.73999977111816,5.61299991607666,5.66599988937378,5.73600006103516,5.56099987030029,5.57600021362305,5.53000020980835,5.64300012588501,5.62900018692017,5.61299991607666,5.60099983215332,5.57200002670288,5.41400003433228,5.54400014877319,5.5460000038147,5.42600011825562,5.41400003433228,5.42399978637695,5.43599987030029,5.43499994277954,5.4229998588562,5.35799980163574,5.32999992370605,5.26999998092651,7.99700021743774
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Indonesia,IDN,..,2.61999988555908,2.73000001907349,2.77999997138977,4.36999988555908,4.59800004959106,4.8600001335144,4.67999982833862,5.46000003814697,6.3600001335144,6.07999992370605,6.07999992370605,6.59999990463257,6.65999984741211,7.30000019073486,7.94000005722046,7.55000019073486,8.0600004196167,7.21000003814697,6.1100001335144,5.6100001335144,5.15000009536743,4.46999979019165,4.34000015258789,4.05000019073486,4.51000022888184,4.30000019073486,3.88000011444092,4.40000009536743,3.61999988555908,4.28000020980835
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Iran, Islamic Rep.",IRN,..,11.1000003814697,10.8299999237061,10.4350004196167,10.0450000762939,9.56599998474121,9.10000038146973,9.7810001373291,10.3809995651245,11.0240001678467,11.5740003585815,12.2810001373291,12.8000001907349,11.5100002288818,10.3000001907349,11.8100004196167,11.5200004577637,10.7700004577637,10.6300001144409,12.1099996566772,13.6800003051758,12.4899997711182,12.2700004577637,10.6000003814697,10.6800003051758,11.1700000762939,12.6199998855591,12.2299995422363,12.1899995803833,10.7399997711182,12.168999671936
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iraq,IRQ,..,9.13199996948242,8.91499996185303,8.89000034332275,8.97000026702881,8.95600032806396,8.86600017547607,8.76799964904785,8.75800037384033,8.74600028991699,8.72700023651123,8.80700016021729,8.85200023651123,8.81900024414063,8.60799980163574,8.70600032806396,8.65200042724609,8.64999961853027,8.48400020599365,8.39299964904785,8.25100040435791,8.12199974060059,7.96000003814697,9.26399993896484,10.5900001525879,10.7250003814697,10.8199996948242,13.0200004577637,12.9659996032715,12.8629999160767,14.0880002975464
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ireland,IRL,..,15.7799997329712,15.0299997329712,15.5900001525879,14.5699996948242,11.9799995422363,11.7200002670288,10.1999998092651,7.69999980926514,5.80000019073486,4.32000017166138,3.6800000667572,4.21999979019165,4.48000001907349,4.48999977111816,4.34000015258789,4.40999984741211,4.98000001907349,6.76999998092651,12.6099996566772,14.5299997329712,15.3500003814697,15.4499998092651,13.7299995422363,11.8599996566772,9.90999984741211,8.36999988555908,6.71000003814697,5.73999977111816,4.94999980926514,5.61999988555908
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Israel,ISR,..,13.3900003433228,14.0799999237061,12.7399997711182,9.93000030517578,8.77999973297119,8.46000003814697,9.75,10.75,11.1800003051758,11.1000003814697,11.8100004196167,12.8900003433228,13.5100002288818,13.0299997329712,11.3400001525879,10.710000038147,9.38000011444092,7.69999980926514,9.52999973297119,8.47999954223633,7.1399998664856,6.8600001335144,6.21000003814697,5.8899998664856,5.25,4.80000019073486,4.21999979019165,4,3.79999995231628,4.32999992370605
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Italy,ITA,..,10.1000003814697,9.32999992370605,10.2399997711182,11.0900001525879,11.6700000762939,11.8699998855591,12,12.1199998855591,11.6899995803833,10.8400001525879,9.60000038146973,9.21000003814697,8.86999988555908,7.86999988555908,7.73000001907349,6.78000020980835,6.07999992370605,6.71999979019165,7.75,8.35999965667725,8.35999965667725,10.6499996185303,12.1499996185303,12.6800003051758,11.8999996185303,11.6899995803833,11.210000038147,10.6099996566772,9.94999980926514,9.15999984741211
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jamaica,JAM,..,15.7399997711182,15.75,16.3199996948242,15.3400001525879,16.2299995422363,16.0100002288818,16.3500003814697,15.5,15.7399997711182,15.539999961853,14.9300003051758,14.1899995803833,11.7299995422363,12.210000038147,11.2600002288818,10.3199996948242,9.75,10.5900001525879,11.3599996566772,12.3699998855591,12.6999998092651,13.9300003051758,15.25,13.7399997711182,13.5100002288818,13.1899995803833,11.6300001144409,9.10000038146973,7.69000005722046,9.47999954223633
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Japan,JPN,..,2.09999990463257,2.20000004768372,2.5,2.90000009536743,3.20000004768372,3.40000009536743,3.40000009536743,4.09999990463257,4.69999980926514,4.75,5.01999998092651,5.3899998664856,5.25,4.73000001907349,4.44999980926514,4.19000005722046,3.89000010490417,4,5.07000017166138,5.09999990463257,4.55000019073486,4.3600001335144,4,3.59999990463257,3.40000009536743,3.09999990463257,2.79999995231628,2.40000009536743,2.40000009536743,2.79999995231628
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jordan,JOR,..,19.5130004882813,19.2740001678467,19.7000007629395,17.1709995269775,14.6000003814697,13.6999998092651,13.6859998703003,13.7030000686646,13.7069997787476,13.6999998092651,14.6999998092651,15.3000001907349,14.5,14.5799999237061,14.8000001907349,14,13.1000003814697,12.6999998092651,12.8999996185303,12.5,12.8999996185303,12.1999998092651,12.6000003814697,11.8999996185303,13.0799999237061,15.2799997329712,18.1399993896484,18.2700004577637,16.8099994659424,19.0259990692139
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kazakhstan,KAZ,..,0.899999976158142,1,1.11000001430511,7.53999996185303,10.9799995422363,12.960000038147,13.0100002288818,13.1300001144409,13.460000038147,12.75,10.4300003051758,9.32999992370605,8.77999973297119,8.39999961853027,8.13000011444092,7.78999996185303,7.26000022888184,6.63000011444092,6.55000019073486,5.76999998092651,5.3899998664856,5.28999996185303,5.19999980926514,5.05999994277954,4.92999982833862,4.96000003814697,4.90000009536743,4.84999990463257,4.80000019073486,4.8899998664856
